,sentence,foodlist
32332,"저녁으로 돈까스, 족발 보쌈을 조금만 먹음","['돈까스', '족발 보쌈']"
32333,금일 식사로는 점심에 스테이크하고 오복쟁반을 적정량,"['스테이크', '오복쟁반']"
32334,익일 식사로는 8시에 알리오올리오와 비빔밥을 많이 먹을꺼야,"['알리오올리오', '비빔밥']"
32335,오늘 식사로는 저녁에 로제 파스타와 오복쟁반을 급하게 먹을것임,"['로제 파스타', '오복쟁반']"
32336,금일 식사로는 10시에 밥하고 김밥을 빨리 먹었다,"['밥', '김밥']"
32337,"내일 식사는 5시에 마라탕, 돈까스하고 갈비탕이랑 배추와 쌀밥을 많이 먹을게","['마라탕', '돈까스', '갈비탕', '배추', '쌀밥']"
32338,"내일 식사는 11시에 냉면, 제육볶음이랑 간짜장면하고 김치찌개를 조금만 먹었어","['냉면', '제육볶음', '간짜장면', '김치찌개']"
32339,내일  오전에 피자랑 김치 볶음밥을 적정량,"['피자', '김치 볶음밥']"
32340,오늘 식사는 아침으로 김밥이랑 배추 김치를 급하게,"['김밥', '배추 김치']"
32341,어제 간식으로 햄버거 볶음밥을 없음 먹었어,"['햄버거', '볶음밥']"
32342,어제 5시에 갈비탕이랑 햄버거를 살짝 먹을것 같아,"['갈비탕', '햄버거']"
32343,"익일 9시에 오복쟁반, 알리오올리오를 없음 먹을것임","['오복쟁반', '알리오올리오']"
32344,"익일 식사는 1시에 쌀밥, 총각 김치를 많이 먹을것임","['쌀밥', '총각 김치']"
32345,오늘 저녁으로 배추 된장국하고 토마토를 빨리 먹을것임,"['배추 된장국', '토마토']"
32346,"금일 2시에 비빔밥, 비빔밥을 빨리 먹음","['비빔밥', '비빔밥']"
32347,"익일 식사로는 오전에 보쌈, 배추를 먹을게","['보쌈', '배추']"
32348,내일  오후에 마라탕과 순두부찌개를 조금만 먹을것임,"['마라탕', '순두부찌개']"
32349,익일 6시에 냉면 소고기 비빔밥을 급하게 먹음,"['냉면', '소고기 비빔밥']"
32350,일일 9시에 냉면 김밥을 적정량 먹었네,"['냉면', '김밥']"
32351,금일 간식으로 간짜장면이랑 볶음밥을 적당히 먹을꺼야,"['간짜장면', '볶음밥']"
32352,일일 점심에 갈비탕이랑 토마토 샐러드를 조금만 먹음,"['갈비탕', '토마토 샐러드']"
32353,오늘 식사로는 저녁으로 콩밥이랑 탕수육을 살짝 먹었네,"['콩밥', '탕수육']"
32354,오늘 식사는 저녁에 김치찜과 쌀밥을 없음 먹을것 같아,"['김치찜', '쌀밥']"
32355,금일 9시에 족발 보쌈 피자를 조금만,"['족발 보쌈', '피자']"
32356,익일 식사는 오전에 쌀밥과 배추를 적당히 먹었어,"['쌀밥', '배추']"
32357,익일 간식으로 오복쟁반이랑 김치찜을 많이 먹을것임,"['오복쟁반', '김치찜']"
32358,내일 식사로는 저녁에 된장찌개와 떡을 먹을꺼야,"['된장찌개', '떡']"
32359,아침으로 콩밥과 토마토를 쪼금 먹을것 같아,"['콩밥', '토마토']"
32360,어제 1시에 삼겹살을 조금만 먹을꺼야,['삼겹살']
32361,익일 식사는 오전에 소고기 비빔밥을 조금만,['소고기 비빔밥']
32362,오늘 식사로는 점심에 토마토 샐러드와 떡을 조금 먹을게,"['토마토 샐러드', '떡']"
32363,익일 식사로는 8시에 된장찌개랑 김치찌개를 많이 먹었다,"['된장찌개', '김치찌개']"
32364,"오늘 식사로는 1시에 돈까스, 팟타이를 쪼금 먹었네","['돈까스', '팟타이']"
32365,"금일 식사로는 10시에 간짜장, 오복쟁반을 적정량 먹을꺼야","['간짜장', '오복쟁반']"
32366,내일 식사로는 11시에 소고기와 나시고랭을 많이 먹을꺼야,"['소고기', '나시고랭']"
32367,"어제 저녁으로 소고기, 알리오올리오를 급하게 먹었다","['소고기', '알리오올리오']"
32368,내일 모레 7시에 배추 떡을 맛있게 먹음,"['배추', '떡']"
32369,"내일 식사는 점심으로 배추 김치, 로제 파스타하고 토마토 샐러드와 떡을 빨리 먹었어","['배추 김치', '로제 파스타', '토마토 샐러드', '떡']"
32370,내일  된장찌개 갈비탕을 빨리 먹을꺼야,"['된장찌개', '갈비탕']"
32371,익일 식사는 오후에 된장찌개하고 마라탕을,"['된장찌개', '마라탕']"
32372,금일 오전에 보쌈이랑 보쌈을 적정량 먹을것 같아,"['보쌈', '보쌈']"
32373,내일 모레 저녁으로 쌀밥과 김치찌개를 살짝 먹을꺼야,"['쌀밥', '김치찌개']"
32374,금일 식사로는 점심으로 볶음밥하고 콩밥을,"['볶음밥', '콩밥']"
32375,금일 저녁으로 된장 라면이랑 스테이크를 조금 먹었다,"['된장 라면', '스테이크']"
32376,익일 아침에 팟타이 만두국을 맛있게,"['팟타이', '만두국']"
32377,일일 3시에 로제 파스타 총각 김치를 쪼금 먹었네,"['로제 파스타', '총각 김치']"
32378,"익일 식사는 떡만두국, 소고기 비빔밥과 짜장면이랑 비빔밥을 없음 먹을것임","['떡만두국', '소고기 비빔밥', '짜장면', '비빔밥']"
32379,내일 식사로는 9시에 토마토 샐러드하고 소고기를 적정량 먹었어,"['토마토 샐러드', '소고기']"
32380,일일 오후에 배추 김치랑 토마토를 맛있게 먹음,"['배추 김치', '토마토']"
32381,"내일 모레 10시에 간짜장, 소고기 비빔밥을 조금만","['간짜장', '소고기 비빔밥']"
32382,일일 5시에 만두국하고 수육을 적당히 먹었네,"['만두국', '수육']"
32383,내일 식사는 배추 된장국과 보쌈을 맛있게,"['배추 된장국', '보쌈']"
32384,금일 저녁으로 팟타이랑 제육볶음을 없음 먹었어,"['팟타이', '제육볶음']"
32385,"내일  아침에 콩밥, 떡을 조금 먹을게","['콩밥', '떡']"
32386,오늘 식사로는 1시에 볶음밥을 조금 먹음,['볶음밥']
32387,익일 식사로는 저녁으로 된장 라면 나시고랭을 빨리 먹었어,"['된장 라면', '나시고랭']"
32388,금일 식사로는 9시에 알리오올리오와 볶음밥을 먹을것 같아,"['알리오올리오', '볶음밥']"
32389,오늘 식사로는 아침으로 된장 라면하고 쌀밥을 조금 먹었어,"['된장 라면', '쌀밥']"
32390,"그저께 오후에 된장찌개, 오복쟁반을 쪼금 먹었다","['된장찌개', '오복쟁반']"
32391,"금일 아침으로 나시고랭, 된장 라면을 살짝 먹을것 같아","['나시고랭', '된장 라면']"
32392,오늘 식사는 저녁에 팟타이랑 배추 김치를 빨리 먹었어,"['팟타이', '배추 김치']"
32393,익일 식사는 4시에 돈까스를 급하게 먹었다,['돈까스']
32394,"오늘 식사는 점심으로 김치, 알리오올리오를 먹을꺼야","['김치', '알리오올리오']"
32395,익일 오전에 햄버거하고 토마토 샐러드를 쪼금,"['햄버거', '토마토 샐러드']"
32396,금일 식사로는 7시에 제육볶음 스테이크를 적당히,"['제육볶음', '스테이크']"
32397,금일 식사로는 저녁으로 피자 된장찌개를 급하게 먹을게,"['피자', '된장찌개']"
32398,내일 식사는 4시에 비빔밥 된장 라면을 먹었다,"['비빔밥', '된장 라면']"
32399,"오늘 피자, 간짜장을 먹을것 같아","['피자', '간짜장']"
32400,어제 5시에 제육볶음과 짜장면을 급하게,"['제육볶음', '짜장면']"
32401,내일  점심에 제육볶음 알리오올리오를 쪼금 먹을꺼야,"['제육볶음', '알리오올리오']"
32402,"오늘 식사로는 2시에 돈까스, 팟타이를 먹을것임","['돈까스', '팟타이']"
32403,"일일 오후에 쌀밥, 족발을 빨리 먹었어","['쌀밥', '족발']"
32404,아침으로 나시고랭 토마토 샐러드를 먹었어,"['나시고랭', '토마토 샐러드']"
32405,일일 8시에 김치 볶음밥 된장찌개를 적정량 먹을게,"['김치 볶음밥', '된장찌개']"
32406,내일 식사로는 간식으로 팟타이 수육을 없음 먹었네,"['팟타이', '수육']"
32407,익일 식사는 12시에 팟타이랑 피자를 적당히,"['팟타이', '피자']"
32408,일일 2시에 냉면하고 총각 김치를 쪼금 먹었어,"['냉면', '총각 김치']"
32409,"오늘 식사로는 6시에 족발 보쌈, 짜장면을 많이 먹음","['족발 보쌈', '짜장면']"
32410,내일 식사로는 5시에 배추 된장국하고 한우를 급하게 먹을꺼야,"['배추 된장국', '한우']"
32411,금일 식사는 6시에 한우하고 떡을 적당히 먹을꺼야,"['한우', '떡']"
32412,오늘 식사로는 2시에 나시고랭 볶음밥을 맛있게 먹었다,"['나시고랭', '볶음밥']"
32413,내일 식사는 6시에 피자와 팟타이를 조금만,"['피자', '팟타이']"
32414,"익일 식사는 9시에 나시고랭, 쌀밥을 살짝 먹었다","['나시고랭', '쌀밥']"
32415,"내일  9시에 떡, 토마토를 급하게 먹음","['떡', '토마토']"
32416,일일 2시에 콩밥이랑 오복쟁반과 보쌈 콩밥 냉면을 쪼금 먹음,"['콩밥', '오복쟁반', '보쌈', '콩밥', '냉면']"
32417,어제 2시에 탕수육이랑 보쌈을 쪼금 먹을꺼야,"['탕수육', '보쌈']"
32418,익일 식사는 12시에 라면과 족발을 조금 먹을꺼야,"['라면', '족발']"
32419,내일 식사로는 아침으로 콩밥과 토마토 파스타를 조금 먹을게,"['콩밥', '토마토 파스타']"
32420,금일 식사로는 간식으로 로제 파스타랑 밥을 조금 먹었네,"['로제 파스타', '밥']"
32421,"금일 식사로는 9시에 갈비, 돈까스를 적당히 먹을꺼야","['갈비', '돈까스']"
32422,금일 오전에 라면 피자를 급하게 먹었다,"['라면', '피자']"
32423,내일 식사로는 7시에 토마토와 오복쟁반을 많이 먹었다,"['토마토', '오복쟁반']"
32424,오늘 식사로는 12시에 배추 된장국 보쌈을 쪼금 먹을게,"['배추 된장국', '보쌈']"
32425,일일 아침에 소고기하고 만두국을 적당히 먹을것임,"['소고기', '만두국']"
32426,금일 간식으로 김밥하고 떡만두국 갈비를 적정량 먹었네,"['김밥', '떡만두국', '갈비']"
32427,오늘 아침으로 볶음밥과 삼겹살을 조금 먹었네,"['볶음밥', '삼겹살']"
32428,"내일 모레 비빔밥, 김치찌개를 적당히 먹을것 같아","['비빔밥', '김치찌개']"
32429,오늘 식사는 12시에 김치 볶음밥이랑 나시고랭을 조금 먹었네,"['김치 볶음밥', '나시고랭']"
32430,내일 모레 11시에 보쌈이랑 수육을 살짝 먹었어,"['보쌈', '수육']"
32431,익일 식사로는 저녁으로 나시고랭 총각 김치를 많이 먹었어,"['나시고랭', '총각 김치']"
32432,일일 3시에 쌀밥 간짜장을 없음 먹을꺼야,"['쌀밥', '간짜장']"
32433,"익일 5시에 소고기 비빔밥하고 된장찌개, 보쌈, 오복쟁반하고 피자를 쪼금 먹을꺼야","['소고기 비빔밥', '된장찌개', '보쌈', '오복쟁반', '피자']"
32434,"오늘 식사로는 2시에 간짜장면, 피자를 먹음","['간짜장면', '피자']"
32435,내일 식사로는 4시에 제육볶음하고 김밥을 빨리 먹었어,"['제육볶음', '김밥']"
32436,"금일 아침에 간짜장면, 순두부찌개를 빨리 먹을것 같아","['간짜장면', '순두부찌개']"
32437,어제 오후에 갈비탕 배추 된장국을 쪼금 먹을꺼야,"['갈비탕', '배추 된장국']"
32438,내일 모레 2시에 보쌈이랑 소고기 비빔밥을 조금 먹을꺼야,"['보쌈', '소고기 비빔밥']"
32439,"일일 점심으로 족발 보쌈, 한우를 빨리 먹음","['족발 보쌈', '한우']"
32440,금일 식사는 점심에 간짜장면과 제육볶음을 빨리 먹었어,"['간짜장면', '제육볶음']"
32441,내일 모레 2시에 수육이랑 제육볶음이랑 족발을 먹을꺼야,"['수육', '제육볶음', '족발']"
32442,"내일 모레 아침에 햄버거, 수육을 쪼금 먹을꺼야","['햄버거', '수육']"
32443,"익일 식사는 저녁으로 토마토 샐러드, 떡을 빨리 먹었다","['토마토 샐러드', '떡']"
32444,금일 피자 떡만두국을 빨리 먹음,"['피자', '떡만두국']"
32445,오늘 식사는 간식으로 짜장면하고 토마토 파스타를 조금 먹었네,"['짜장면', '토마토 파스타']"
32446,익일 12시에 수육이랑 배추 김치를 적정량 먹음,"['수육', '배추 김치']"
32447,금일 식사는 9시에 떡하고 된장 라면을 먹었어,"['떡', '된장 라면']"
32448,"금일 식사로는 9시에 밥, 갈비탕을 살짝 먹을것 같아","['밥', '갈비탕']"
32449,"내일  6시에 순두부찌개, 볶음밥을 적당히 먹음","['순두부찌개', '볶음밥']"
32450,오늘 식사는 6시에 토마토 파스타 돈까스를 없음 먹었다,"['토마토 파스타', '돈까스']"
32451,8시에 제육볶음과 오복쟁반을 조금만 먹을것임,"['제육볶음', '오복쟁반']"
32452,내일  아침으로 피자 스테이크를 적정량 먹을게,"['피자', '스테이크']"
32453,일일 8시에 밥 햄버거를 맛있게 먹었다,"['밥', '햄버거']"
32454,9시에 족발이랑 피자를 적당히 먹었다,"['족발', '피자']"
32455,내일 식사는 볶음밥하고 순두부찌개를 없음 먹었다,"['볶음밥', '순두부찌개']"
32456,"그저께 오후에 된장찌개, 간짜장, 볶음밥 스테이크를 쪼금 먹을꺼야","['된장찌개', '간짜장', '볶음밥', '스테이크']"
32457,그저께 오전에 김밥이랑 갈비탕을 쪼금 먹었다,"['김밥', '갈비탕']"
32458,어제 6시에 간짜장 한우를 맛있게 먹을것 같아,"['간짜장', '한우']"
32459,어제 간식으로 알리오올리오하고 콩밥을 적정량 먹을것 같아,"['알리오올리오', '콩밥']"
32460,금일 점심으로 소고기 비빔밥 김밥을 조금만 먹었다,"['소고기 비빔밥', '김밥']"
32461,"금일 점심으로 순두부찌개, 김치찌개를","['순두부찌개', '김치찌개']"
32462,오늘 식사는 점심으로 김밥이랑 탕수육을 조금만 먹을꺼야,"['김밥', '탕수육']"
32463,금일 식사는 9시에 간짜장면 김치찌개를 없음 먹음,"['간짜장면', '김치찌개']"
32464,"어제 6시에 김치찌개하고 배추 된장국, 떡, 만두국을 살짝 먹었어","['김치찌개', '배추 된장국', '떡', '만두국']"
32465,"익일 점심에 탕수육이랑 쌀밥과 쌀밥, 배추 김치 김치찜을 없음 먹음","['탕수육', '쌀밥', '쌀밥', '배추 김치', '김치찜']"
32466,내일  5시에 평양 냉면과 배추 김치를 먹을꺼야,"['평양 냉면', '배추 김치']"
32467,"내일  8시에 비빔밥, 토마토를 빨리 먹을꺼야","['비빔밥', '토마토']"
32468,일일 12시에 탕수육 탕수육을 빨리,"['탕수육', '탕수육']"
32469,익일 10시에 피자와 마라탕을 맛있게 먹었네,"['피자', '마라탕']"
32470,그저께 10시에 밥 짜장면을 급하게 먹을것임,"['밥', '짜장면']"
32471,그저께 저녁에 간짜장면하고 나시고랭을 살짝 먹음,"['간짜장면', '나시고랭']"
32472,금일 식사는 6시에 족발 보쌈과 떡을 적당히,"['족발 보쌈', '떡']"
32473,오전에 배추 된장국하고 간짜장을 많이 먹음,"['배추 된장국', '간짜장']"
32474,오늘 식사는 오전에 김치 볶음밥 김치를 조금 먹을것임,"['김치 볶음밥', '김치']"
32475,익일 식사는 오전에 볶음밥 떡만두국을 적당히 먹을꺼야,"['볶음밥', '떡만두국']"
32476,금일 식사는 간식으로 비빔밥과 족발을,"['비빔밥', '족발']"
32477,오늘 저녁에 쌀밥이랑 된장 라면을 적정량 먹을게,"['쌀밥', '된장 라면']"
32478,익일 식사는 6시에 비빔밥하고 알리오올리오를 적정량 먹었다,"['비빔밥', '알리오올리오']"
32479,오늘 식사는 8시에 소고기하고 제육볶음을 많이 먹었어,"['소고기', '제육볶음']"
32480,오늘 식사는 저녁에 김치와 김치를 쪼금 먹었어,"['김치', '김치']"
32481,일일 12시에 나시고랭 밥을 없음 먹을것 같아,"['나시고랭', '밥']"
32482,일일 오전에 소고기 비빔밥이랑 알리오올리오를 살짝,"['소고기 비빔밥', '알리오올리오']"
32483,금일 식사로는 11시에 떡과 돈까스랑 보쌈을 살짝 먹을것 같아,"['떡', '돈까스', '보쌈']"
32484,어제 오후에 피자와 갈비를 빨리 먹음,"['피자', '갈비']"
32485,"금일 식사로는 2시에 삼겹살, 간짜장면을 적정량","['삼겹살', '간짜장면']"
32486,금일 아침에 짜장면과 오복쟁반을 먹을게,"['짜장면', '오복쟁반']"
32487,"익일 저녁에 김치찜, 만두국이랑 김치찜과 마라탕을 살짝 먹었다","['김치찜', '만두국', '김치찜', '마라탕']"
32488,내일 식사는 1시에 된장 라면 토마토 샐러드를 살짝 먹음,"['된장 라면', '토마토 샐러드']"
32489,금일 4시에 제육볶음과 족발을 조금,"['제육볶음', '족발']"
32490,"오늘 식사는 7시에 볶음밥, 수육을 쪼금 먹을것 같아","['볶음밥', '수육']"
32491,내일 식사는 11시에 콩밥이랑 족발 보쌈을 조금만 먹을꺼야,"['콩밥', '족발 보쌈']"
32492,익일 점심으로 김밥과 스테이크를 적정량 먹을꺼야,"['김밥', '스테이크']"
32493,금일 아침에 김치 볶음밥이랑 떡을 빨리 먹을꺼야,"['김치 볶음밥', '떡']"
32494,내일  1시에 김치찜하고 떡만두국을 조금 먹음,"['김치찜', '떡만두국']"
32495,오늘 식사로는 6시에 김치 볶음밥이랑 배추를 적정량 먹었네,"['김치 볶음밥', '배추']"
32496,금일 오전에 토마토랑 떡만두국을 살짝 먹음,"['토마토', '떡만두국']"
32497,금일 식사로는 4시에 쌀밥이랑 소고기를 맛있게 먹을것 같아,"['쌀밥', '소고기']"
32498,일일 1시에 쌀밥 김치찜을 쪼금 먹었어,"['쌀밥', '김치찜']"
32499,내일 식사는 오후에 탕수육이랑 나시고랭을 많이 먹을꺼야,"['탕수육', '나시고랭']"
32500,내일 식사로는 3시에 피자랑 족발을 없음 먹었다,"['피자', '족발']"
32501,오늘 2시에 소고기 비빔밥과 된장 라면을 급하게 먹음,"['소고기 비빔밥', '된장 라면']"
32502,오늘 식사는 아침으로 된장찌개랑 김치를 조금 먹을꺼야,"['된장찌개', '김치']"
32503,오늘 식사는 아침으로 한우를 없음 먹을것임,['한우']
32504,"내일 식사는 점심으로 한우, 족발을 조금 먹었어","['한우', '족발']"
32505,익일 식사는 7시에 만두국과 김치찜을 맛있게 먹을꺼야,"['만두국', '김치찜']"
32506,오늘 식사로는 9시에 밥 떡만두국을 조금 먹을것임,"['밥', '떡만두국']"
32507,오늘 식사는 7시에 탕수육 스테이크를 급하게 먹을꺼야,"['탕수육', '스테이크']"
32508,내일  9시에 배추 김치와 팟타이를 조금만 먹을것임,"['배추 김치', '팟타이']"
32509,"어제 아침에 수육, 팟타이, 라면과 냉면, 탕수육을 없음 먹었네","['수육', '팟타이', '라면', '냉면', '탕수육']"
32510,금일 점심에 비빔밥이랑 한우를 없음 먹을꺼야,"['비빔밥', '한우']"
32511,오늘 식사는 오후에 평양 냉면하고 평양 냉면을 살짝 먹을것임,"['평양 냉면', '평양 냉면']"
32512,익일 2시에 족발 보쌈과 로제 파스타를 적정량 먹을것 같아,"['족발 보쌈', '로제 파스타']"
32513,내일 모레 2시에 알리오올리오 제육볶음을 많이 먹음,"['알리오올리오', '제육볶음']"
32514,익일 3시에 토마토 파스타와 냉면을 쪼금 먹었다,"['토마토 파스타', '냉면']"
32515,익일 1시에 한우 한우를 빨리,"['한우', '한우']"
32516,그저께 1시에 나시고랭이랑 총각 김치를 조금 먹었네,"['나시고랭', '총각 김치']"
32517,금일 간식으로 오복쟁반 떡만두국을 살짝 먹을것임,"['오복쟁반', '떡만두국']"
32518,"내일 모레 6시에 토마토와 배추, 배추 김치와 스테이크를 없음 먹음","['토마토', '배추', '배추 김치', '스테이크']"
32519,내일 식사로는 11시에 김치 볶음밥이랑 갈비를 적정량 먹었다,"['김치 볶음밥', '갈비']"
32520,오늘 저녁으로 떡하고 마라탕을 맛있게 먹을꺼야,"['떡', '마라탕']"
32521,금일 식사로는 9시에 볶음밥과 쌀밥을 적정량 먹었어,"['볶음밥', '쌀밥']"
32522,저녁에 토마토 파스타하고 김치찜을 쪼금 먹을꺼야,"['토마토 파스타', '김치찜']"
32523,금일 식사로는 오후에 간짜장하고 볶음밥을 없음 먹었네,"['간짜장', '볶음밥']"
32524,익일 3시에 밥과 햄버거를 맛있게 먹음,"['밥', '햄버거']"
32525,오늘 점심에 밥이랑 밥을 적당히 먹었네,"['밥', '밥']"
32526,"일일 9시에 배추, 마라탕을 조금만 먹었어","['배추', '마라탕']"
32527,"익일 식사는 9시에 보쌈이랑 스테이크, 김치찌개를 살짝 먹을것임","['보쌈', '스테이크', '김치찌개']"
32528,오늘 식사는 아침으로 제육볶음이랑 라면을 조금 먹을게,"['제육볶음', '라면']"
32529,일일 9시에 순두부찌개와 수육을 조금 먹었어,"['순두부찌개', '수육']"
32530,익일 식사로는 8시에 김밥과 나시고랭을 조금 먹을꺼야,"['김밥', '나시고랭']"
32531,내일 모레 6시에 삼겹살 갈비탕을 조금 먹었다,"['삼겹살', '갈비탕']"
32532,오늘 식사는 3시에 족발 보쌈 스테이크를 먹었네,"['족발 보쌈', '스테이크']"
32533,어제 12시에 소고기 콩밥과 된장찌개 배추 김치랑 보쌈을 맛있게,"['소고기', '콩밥', '된장찌개', '배추 김치', '보쌈']"
32534,"오늘 저녁에 쌀밥, 냉면을 없음 먹음","['쌀밥', '냉면']"
32535,금일 3시에 김치찌개와 배추 김치하고 한우하고 탕수육을 많이 먹었다,"['김치찌개', '배추 김치', '한우', '탕수육']"
32536,오늘 식사로는 오전에 김밥 배추 김치를 적당히,"['김밥', '배추 김치']"
32537,"익일 식사로는 8시에 떡, 마라탕을 적정량 먹을것임","['떡', '마라탕']"
32538,어제 저녁으로 비빔밥 한우를 조금만,"['비빔밥', '한우']"
32539,"익일 5시에 팟타이, 삼겹살을 많이 먹었네","['팟타이', '삼겹살']"
32540,익일 식사로는 점심으로 스테이크 김치를 맛있게 먹었다,"['스테이크', '김치']"
32541,그저께 5시에 로제 파스타하고 콩밥을 적정량 먹었다,"['로제 파스타', '콩밥']"
32542,"저녁에 배추 김치, 족발 간짜장이랑 피자 돈까스를 살짝 먹을것임","['배추 김치', '족발', '간짜장', '피자', '돈까스']"
32543,오늘 식사로는 11시에 떡과 짜장면을 적정량 먹었다,"['떡', '짜장면']"
32544,내일 식사는 점심으로 토마토 샐러드하고 삼겹살을 맛있게 먹을게,"['토마토 샐러드', '삼겹살']"
32545,"그저께 아침에 마라탕, 나시고랭을 살짝 먹었어","['마라탕', '나시고랭']"
32546,금일 식사로는 1시에 총각 김치 팟타이 보쌈 오복쟁반을 많이 먹었어,"['총각 김치', '팟타이', '보쌈', '오복쟁반']"
32547,내일  마라탕이랑 토마토 파스타하고 떡이랑 삼겹살 된장 라면을 살짝 먹었네,"['마라탕', '토마토 파스타', '떡', '삼겹살', '된장 라면']"
32548,익일 3시에 한우와 스테이크를 적정량 먹었다,"['한우', '스테이크']"
32549,오늘 4시에 족발 보쌈이랑 쌀밥을 적당히 먹음,"['족발 보쌈', '쌀밥']"
32550,어제 12시에 라면하고 팟타이를 적정량 먹음,"['라면', '팟타이']"
32551,오늘 식사로는 4시에 알리오올리오와 갈비탕을 살짝,"['알리오올리오', '갈비탕']"
32552,금일 식사로는 3시에 알리오올리오하고 비빔밥을 적당히 먹을꺼야,"['알리오올리오', '비빔밥']"
32553,"금일 식사로는 1시에 쌀밥, 제육볶음을 많이 먹을것 같아","['쌀밥', '제육볶음']"
32554,내일  점심으로 볶음밥 한우를 적당히 먹었다,"['볶음밥', '한우']"
32555,아침에 햄버거하고 알리오올리오를 살짝 먹음,"['햄버거', '알리오올리오']"
32556,내일 식사는 12시에 밥이랑 삼겹살을 많이,"['밥', '삼겹살']"
32557,어제 6시에 보쌈하고 배추 된장국을 조금 먹음,"['보쌈', '배추 된장국']"
32558,내일  아침에 돈까스랑 쌀밥을 쪼금 먹을것임,"['돈까스', '쌀밥']"
32559,"오늘 식사는 점심에 토마토 파스타, 김치 볶음밥을 먹었어","['토마토 파스타', '김치 볶음밥']"
32560,어제 아침에 돈까스하고 순두부찌개를 빨리 먹을꺼야,"['돈까스', '순두부찌개']"
32561,내일 식사는 2시에 족발 보쌈이랑 비빔밥을 조금만 먹었어,"['족발 보쌈', '비빔밥']"
32562,금일 2시에 로제 파스타 족발을 조금 먹음,"['로제 파스타', '족발']"
32563,오늘 식사는 오후에 배추 김치 알리오올리오 족발 보쌈을 많이 먹었다,"['배추 김치', '알리오올리오', '족발 보쌈']"
32564,내일 모레 쌀밥하고 햄버거를 적당히 먹을게,"['쌀밥', '햄버거']"
32565,"어제 12시에 된장 라면, 보쌈을 적정량 먹었다","['된장 라면', '보쌈']"
32566,금일 식사로는 아침으로 평양 냉면 토마토 샐러드를 적당히 먹을꺼야,"['평양 냉면', '토마토 샐러드']"
32567,익일 식사로는 1시에 배추 김치랑 배추를 적정량 먹을것임,"['배추 김치', '배추']"
32568,오늘 식사로는 1시에 배추 된장국이랑 배추를 맛있게,"['배추 된장국', '배추']"
32569,금일 3시에 갈비와 갈비를 조금만 먹을것 같아,"['갈비', '갈비']"
32570,내일 모레 11시에 떡만두국과 짜장면을 조금 먹었네,"['떡만두국', '짜장면']"
32571,"오늘 식사로는 3시에 만두국, 냉면을 급하게 먹음","['만두국', '냉면']"
32572,일일 점심에 만두국 순두부찌개를 많이,"['만두국', '순두부찌개']"
32573,내일 모레 12시에 소고기 비빔밥하고 짜장면을 없음 먹을꺼야,"['소고기 비빔밥', '짜장면']"
32574,금일 식사로는 아침에 피자와 된장 라면을 조금만 먹을것임,"['피자', '된장 라면']"
32575,"내일  7시에 오복쟁반, 족발을 조금 먹을것임","['오복쟁반', '족발']"
32576,금일 오전에 햄버거와 배추 김치를 적정량 먹을꺼야,"['햄버거', '배추 김치']"
32577,오늘 식사는 점심으로 피자와 순두부찌개하고 소고기 비빔밥을 조금 먹었어,"['피자', '순두부찌개', '소고기 비빔밥']"
32578,내일  10시에 떡만두국하고 김치를 많이,"['떡만두국', '김치']"
32579,2시에 순두부찌개 한우와 평양 냉면 탕수육을 살짝 먹었어,"['순두부찌개', '한우', '평양 냉면', '탕수육']"
32580,"내일 식사는 점심에 쌀밥, 토마토를 먹을게","['쌀밥', '토마토']"
32581,어제 4시에 햄버거하고 짜장면을 조금만 먹을게,"['햄버거', '짜장면']"
32582,어제 아침으로 라면이랑 족발 보쌈을 맛있게 먹었네,"['라면', '족발 보쌈']"
32583,오늘 식사로는 6시에 수육 떡을 살짝 먹었어,"['수육', '떡']"
32584,"내일 식사는 점심으로 밥, 콩밥을 적당히 먹을것임","['밥', '콩밥']"
32585,그저께 점심으로 족발 보쌈하고 토마토 샐러드를 급하게 먹음,"['족발 보쌈', '토마토 샐러드']"
32586,금일 간식으로 토마토 샐러드랑 김밥을 없음 먹을것 같아,"['토마토 샐러드', '김밥']"
32587,금일 식사로는 아침으로 밥 라면을 살짝,"['밥', '라면']"
32588,"오늘 식사로는 2시에 된장찌개, 된장찌개를 빨리 먹었네","['된장찌개', '된장찌개']"
32589,"12시에 떡만두국, 평양 냉면을 쪼금 먹었다","['떡만두국', '평양 냉면']"
32590,금일 오후에 돈까스하고 스테이크를 적당히 먹었네,"['돈까스', '스테이크']"
32591,금일 2시에 돈까스 순두부찌개를 조금만 먹을것 같아,"['돈까스', '순두부찌개']"
32592,그저께 8시에 볶음밥이랑 김치찌개를 살짝 먹었다,"['볶음밥', '김치찌개']"
32593,"익일 간식으로 김치찜, 알리오올리오랑 볶음밥이랑 김치를 먹을것임","['김치찜', '알리오올리오', '볶음밥', '김치']"
32594,내일 모레 저녁으로 알리오올리오와 토마토 파스타를 먹었네,"['알리오올리오', '토마토 파스타']"
32595,금일 식사는 10시에 팟타이 소고기를 조금만 먹었다,"['팟타이', '소고기']"
32596,"김치찜, 볶음밥을 빨리","['김치찜', '볶음밥']"
32597,오늘 식사는 제육볶음 피자를 먹었네,"['제육볶음', '피자']"
32598,익일 식사는 갈비탕 쌀밥을 조금 먹을꺼야,"['갈비탕', '쌀밥']"
32599,"일일 9시에 소고기 비빔밥, 냉면을 급하게 먹었다","['소고기 비빔밥', '냉면']"
