,sentence,foodlist
7456,오늘 식사로는 5시에 돈까스랑 쌀밥을 쪼금 먹을것임,"['돈까스', '쌀밥']"
7457,"익일 식사로는 10시에 김밥, 보쌈을 조금 먹을것 같아","['김밥', '보쌈']"
7458,"익일 5시에 비빔밥, 돈까스를 조금만 먹음","['비빔밥', '돈까스']"
7459,오늘 아침으로 돈까스와 된장찌개를 적정량 먹을것임,"['돈까스', '된장찌개']"
7460,"익일 오후에 오복쟁반, 배추 된장국을 살짝 먹었어","['오복쟁반', '배추 된장국']"
7461,6시에 된장 라면하고 김치찜을 적당히 먹을꺼야,"['된장 라면', '김치찜']"
7462,"금일 간식으로 토마토 파스타, 족발 보쌈을 맛있게 먹었어","['토마토 파스타', '족발 보쌈']"
7463,금일 아침으로 족발 보쌈과 짜장면을 적정량,"['족발 보쌈', '짜장면']"
7464,"내일 식사로는 10시에 로제 파스타, 오복쟁반을 없음 먹을것 같아","['로제 파스타', '오복쟁반']"
7465,그저께 6시에 나시고랭하고 볶음밥을 급하게 먹었다,"['나시고랭', '볶음밥']"
7466,그저께 저녁으로 팟타이와 배추 김치를 없음 먹을것임,"['팟타이', '배추 김치']"
7467,금일 식사는 9시에 소고기 비빔밥하고 갈비탕을 없음 먹을것임,"['소고기 비빔밥', '갈비탕']"
7468,일일 오후에 수육하고 족발을 적정량 먹을게,"['수육', '족발']"
7469,오늘 식사로는 로제 파스타랑 보쌈을 쪼금 먹었네,"['로제 파스타', '보쌈']"
7470,금일 아침에 밥이랑 제육볶음을 없음 먹었네,"['밥', '제육볶음']"
7471,금일 식사로는 간식으로 삼겹살 김치 볶음밥을 조금만 먹었네,"['삼겹살', '김치 볶음밥']"
7472,오늘 8시에 수육과 김치찌개를 살짝 먹을것 같아,"['수육', '김치찌개']"
7473,익일 식사는 3시에 볶음밥 평양 냉면을 적당히 먹었다,"['볶음밥', '평양 냉면']"
7474,익일 12시에 갈비와 갈비를 빨리 먹었네,"['갈비', '갈비']"
7475,익일 식사는 2시에 밥하고 한우를 쪼금 먹었다,"['밥', '한우']"
7476,내일 식사는 7시에 만두국이랑 스테이크를 먹을꺼야,"['만두국', '스테이크']"
7477,내일 식사로는 1시에 된장 라면하고 배추 김치를 맛있게 먹을꺼야,"['된장 라면', '배추 김치']"
7478,"그저께 3시에 돈까스, 만두국을 먹었어","['돈까스', '만두국']"
7479,11시에 김치 볶음밥 김밥을 맛있게 먹을것 같아,"['김치 볶음밥', '김밥']"
7480,익일 식사는 6시에 간짜장면 나시고랭을 급하게,"['간짜장면', '나시고랭']"
7481,내일 식사로는 3시에 볶음밥이랑 간짜장면을 많이,"['볶음밥', '간짜장면']"
7482,금일 식사로는 점심에 배추 된장국과 배추 김치를 먹었어,"['배추 된장국', '배추 김치']"
7483,어제 아침으로 짜장면을 맛있게 먹을것임,['짜장면']
7484,내일 모레 3시에 김치찌개하고 콩밥을 적정량 먹을것 같아,"['김치찌개', '콩밥']"
7485,금일 점심으로 토마토 샐러드 갈비를,"['토마토 샐러드', '갈비']"
7486,오늘 식사는 1시에 떡만두국하고 콩밥을 먹었네,"['떡만두국', '콩밥']"
7487,익일 식사로는 4시에 수육 보쌈을 쪼금,"['수육', '보쌈']"
7488,오늘 식사로는 저녁에 햄버거 배추를 많이 먹을것임,"['햄버거', '배추']"
7489,내일 식사는 1시에 족발하고 토마토 샐러드를 급하게 먹을것 같아,"['족발', '토마토 샐러드']"
7490,어제 2시에 탕수육이랑 떡을 많이 먹음,"['탕수육', '떡']"
7491,금일 식사는 저녁에 김치찜과 햄버거를 빨리 먹음,"['김치찜', '햄버거']"
7492,"그저께 2시에 간짜장면, 김치찜 토마토 파스타와 족발 보쌈, 김밥을 맛있게 먹었어","['간짜장면', '김치찜', '토마토 파스타', '족발 보쌈', '김밥']"
7493,익일 식사는 9시에 수육과 소고기를 쪼금 먹을꺼야,"['수육', '소고기']"
7494,"어제 10시에 소고기, 떡만두국을 적정량 먹었다","['소고기', '떡만두국']"
7495,내일 식사는 점심에 소고기 비빔밥과 콩밥을 많이 먹을것 같아,"['소고기 비빔밥', '콩밥']"
7496,"내일 식사로는 간식으로 알리오올리오, 수육을 없음 먹을꺼야","['알리오올리오', '수육']"
7497,어제 로제 파스타하고 떡을 맛있게 먹을꺼야,"['로제 파스타', '떡']"
7498,내일 식사로는 점심으로 소고기 비빔밥하고 탕수육을 맛있게 먹을꺼야,"['소고기 비빔밥', '탕수육']"
7499,"내일 식사로는 6시에 탕수육, 짜장면을 먹을것 같아","['탕수육', '짜장면']"
7500,익일 5시에 떡만두국 족발 보쌈을 적정량 먹을꺼야,"['떡만두국', '족발 보쌈']"
7501,익일 식사는 8시에 배추 된장국과 김밥을 빨리 먹을게,"['배추 된장국', '김밥']"
7502,"9시에 총각 김치, 갈비탕을 쪼금","['총각 김치', '갈비탕']"
7503,익일 저녁에 떡 된장 라면과 보쌈이랑 김치랑 로제 파스타를 조금 먹었어,"['떡', '된장 라면', '보쌈', '김치', '로제 파스타']"
7504,"익일 9시에 라면, 김치를 맛있게 먹을것 같아","['라면', '김치']"
7505,금일 간식으로 피자하고 토마토를 쪼금 먹을게,"['피자', '토마토']"
7506,금일 오전에 소고기하고 갈비탕을 급하게,"['소고기', '갈비탕']"
7507,어제 11시에 마라탕하고 수육을 맛있게 먹었네,"['마라탕', '수육']"
7508,어제 9시에 비빔밥하고 갈비를 많이,"['비빔밥', '갈비']"
7509,어제 8시에 된장찌개 제육볶음을 많이 먹을것임,"['된장찌개', '제육볶음']"
7510,"오늘 점심으로 피자, 수육을 살짝 먹었다","['피자', '수육']"
7511,"내일 식사로는 점심으로 배추하고 나시고랭, 제육볶음이랑 토마토 파스타와 한우를 쪼금 먹을것임","['배추', '나시고랭', '제육볶음', '토마토 파스타', '한우']"
7512,오늘 식사는 아침에 볶음밥이랑 볶음밥을 급하게 먹을게,"['볶음밥', '볶음밥']"
7513,"어제 7시에 토마토 샐러드, 김밥하고 피자와 보쌈을 많이 먹었다","['토마토 샐러드', '김밥', '피자', '보쌈']"
7514,금일 1시에 팟타이 햄버거를 먹었다,"['팟타이', '햄버거']"
7515,일일 점심에 갈비 오복쟁반을 조금만 먹을게,"['갈비', '오복쟁반']"
7516,내일 모레 2시에 족발을 적정량 먹을것 같아,['족발']
7517,"익일 1시에 밥, 평양 냉면을 쪼금 먹었어","['밥', '평양 냉면']"
7518,오늘 아침에 된장 라면하고 만두국을 빨리 먹었어,"['된장 라면', '만두국']"
7519,오늘 2시에 토마토랑 토마토 파스타를 조금 먹을것임,"['토마토', '토마토 파스타']"
7520,금일 식사는 아침으로 돈까스를 적정량 먹었다,['돈까스']
7521,8시에 김치찌개와 족발을 먹을꺼야,"['김치찌개', '족발']"
7522,내일 모레 7시에 피자 수육을 살짝 먹을꺼야,"['피자', '수육']"
7523,"그저께 8시에 보쌈, 알리오올리오를 적당히 먹을것 같아","['보쌈', '알리오올리오']"
7524,익일 2시에 평양 냉면과 된장 라면을 빨리 먹을꺼야,"['평양 냉면', '된장 라면']"
7525,그저께 오후에 볶음밥 김치를 먹었어,"['볶음밥', '김치']"
7526,"일일 아침에 쌀밥, 마라탕을 급하게","['쌀밥', '마라탕']"
7527,내일  간식으로 족발 보쌈이랑 배추 된장국을 조금만 먹을것 같아,"['족발 보쌈', '배추 된장국']"
7528,오늘 식사로는 간식으로 로제 파스타랑 갈비를 급하게 먹었다,"['로제 파스타', '갈비']"
7529,"오늘 식사는 12시에 수육, 소고기 비빔밥을 많이 먹음","['수육', '소고기 비빔밥']"
7530,일일 점심으로 짜장면과 볶음밥을 쪼금 먹음,"['짜장면', '볶음밥']"
7531,오늘 식사는 5시에 배추 김치 배추 된장국을 많이 먹을것 같아,"['배추 김치', '배추 된장국']"
7532,내일 식사는 아침으로 피자를 먹었네,['피자']
7533,"오늘 식사는 점심으로 삼겹살, 김치를 먹음","['삼겹살', '김치']"
7534,내일  3시에 갈비와 소고기를 많이,"['갈비', '소고기']"
7535,"금일 11시에 삼겹살, 수육을 급하게 먹을것임","['삼겹살', '수육']"
7536,"내일 식사로는 10시에 김치 볶음밥, 된장 라면을 맛있게","['김치 볶음밥', '된장 라면']"
7537,금일 5시에 평양 냉면하고 토마토 샐러드를 맛있게 먹었어,"['평양 냉면', '토마토 샐러드']"
7538,금일 식사로는 7시에 짜장면 배추 된장국을 적당히 먹을꺼야,"['짜장면', '배추 된장국']"
7539,내일 모레 1시에 보쌈이랑 간짜장면을 살짝 먹을것 같아,"['보쌈', '간짜장면']"
7540,어제 오전에 토마토 파스타 김치를 살짝,"['토마토 파스타', '김치']"
7541,내일 모레 점심으로 제육볶음 짜장면하고 만두국을 적정량 먹을꺼야,"['제육볶음', '짜장면', '만두국']"
7542,내일  7시에 순두부찌개와 된장찌개를 급하게 먹을것 같아,"['순두부찌개', '된장찌개']"
7543,익일 식사는 오전에 제육볶음 소고기 비빔밥을 맛있게 먹음,"['제육볶음', '소고기 비빔밥']"
7544,"금일 식사로는 7시에 한우, 피자를 없음 먹었네","['한우', '피자']"
7545,익일 12시에 갈비탕이랑 갈비를 적당히 먹었어,"['갈비탕', '갈비']"
7546,아침에 토마토하고 간짜장과 된장 라면을 없음 먹었다,"['토마토', '간짜장', '된장 라면']"
7547,"9시에 갈비, 떡만두국을 없음 먹었네","['갈비', '떡만두국']"
7548,금일 1시에 만두국을 조금 먹었네,['만두국']
7549,익일 식사로는 간식으로 로제 파스타하고 소고기 비빔밥을 조금만 먹음,"['로제 파스타', '소고기 비빔밥']"
7550,금일 식사는 1시에 김치와 비빔밥을 없음 먹었다,"['김치', '비빔밥']"
7551,"그저께 7시에 돈까스, 마라탕을 맛있게 먹음","['돈까스', '마라탕']"
7552,익일 8시에 한우하고 떡을 쪼금 먹을꺼야,"['한우', '떡']"
7553,익일 식사는 7시에 보쌈하고 짜장면을 적당히,"['보쌈', '짜장면']"
7554,익일 2시에 배추하고 순두부찌개를 먹을게,"['배추', '순두부찌개']"
7555,오늘 식사로는 점심에 로제 파스타랑 김밥을 조금 먹었어,"['로제 파스타', '김밥']"
7556,"익일 식사로는 아침으로 마라탕, 소고기를 적정량 먹음","['마라탕', '소고기']"
7557,오늘 식사로는 오후에 순두부찌개와 토마토 파스타를 없음 먹을것임,"['순두부찌개', '토마토 파스타']"
7558,익일 식사로는 4시에 로제 파스타랑 쌀밥을 살짝 먹었다,"['로제 파스타', '쌀밥']"
7559,"그저께 6시에 로제 파스타, 마라탕을 적당히 먹을꺼야","['로제 파스타', '마라탕']"
7560,내일 식사는 오전에 김치찜과 김밥하고 배추를 적당히 먹을꺼야,"['김치찜', '김밥', '배추']"
7561,"일일 아침으로 배추 된장국, 햄버거를 맛있게 먹을것 같아","['배추 된장국', '햄버거']"
7562,내일 식사는 2시에 배추하고 된장 라면을 적당히 먹었다,"['배추', '된장 라면']"
7563,오늘 저녁에 순두부찌개랑 된장 라면하고 김치찜이랑 수육 김치찌개를 없음 먹었어,"['순두부찌개', '된장 라면', '김치찜', '수육', '김치찌개']"
7564,내일 식사로는 오후에 배추 김치와 피자를 적당히 먹었네,"['배추 김치', '피자']"
7565,일일 12시에 배추 된장국과 돈까스를 조금만 먹음,"['배추 된장국', '돈까스']"
7566,오늘 식사는 오전에 갈비탕과 김밥을 맛있게 먹음,"['갈비탕', '김밥']"
7567,내일  5시에 김치 마라탕을 없음 먹음,"['김치', '마라탕']"
7568,금일 식사는 오전에 된장 라면하고 족발을 없음 먹음,"['된장 라면', '족발']"
7569,오늘 오후에 떡만두국하고 간짜장면을 빨리 먹을꺼야,"['떡만두국', '간짜장면']"
7570,금일 식사로는 아침으로 돈까스랑 만두국을 쪼금 먹었네,"['돈까스', '만두국']"
7571,"일일 볶음밥, 평양 냉면하고 김치를 적정량","['볶음밥', '평양 냉면', '김치']"
7572,어제 오후에 한우랑 배추 김치를 빨리 먹을게,"['한우', '배추 김치']"
7573,오늘 식사는 10시에 마라탕하고 짜장면을 급하게,"['마라탕', '짜장면']"
7574,아침에 비빔밥하고 팟타이를 없음 먹을게,"['비빔밥', '팟타이']"
7575,"어제 오전에 라면, 오복쟁반을 많이 먹음","['라면', '오복쟁반']"
7576,그저께 4시에 토마토와 간짜장을 급하게 먹었네,"['토마토', '간짜장']"
7577,오늘 식사는 7시에 만두국이랑 밥을 적당히 먹을것임,"['만두국', '밥']"
7578,내일  7시에 피자와 라면을 조금만 먹었다,"['피자', '라면']"
7579,내일 식사는 점심에 팟타이랑 토마토를 조금만 먹을것임,"['팟타이', '토마토']"
7580,어제 저녁으로 갈비랑 소고기 비빔밥을 많이 먹었다,"['갈비', '소고기 비빔밥']"
7581,"내일 식사로는 3시에 떡만두국, 간짜장면을 조금만 먹었어","['떡만두국', '간짜장면']"
7582,내일 식사는 점심으로 수육 갈비를 맛있게 먹을것임,"['수육', '갈비']"
7583,익일 식사로는 오전에 배추 된장국 콩밥을 많이 먹을꺼야,"['배추 된장국', '콩밥']"
7584,"금일 식사는 3시에 토마토, 김밥을 맛있게 먹을것임","['토마토', '김밥']"
7585,금일 저녁에 족발과 된장찌개를 적당히 먹을꺼야,"['족발', '된장찌개']"
7586,"익일 식사는 4시에 라면, 떡을 맛있게 먹을꺼야","['라면', '떡']"
7587,내일 모레 8시에 토마토 샐러드와 떡을 먹었네,"['토마토 샐러드', '떡']"
7588,일일 11시에 수육 간짜장이랑 햄버거를 쪼금 먹었어,"['수육', '간짜장', '햄버거']"
7589,익일 식사로는 7시에 갈비와 비빔밥을 많이 먹었네,"['갈비', '비빔밥']"
7590,내일 모레 저녁에 갈비를 급하게 먹었네,['갈비']
7591,"익일 식사로는 11시에 삼겹살, 간짜장을 급하게 먹을것 같아","['삼겹살', '간짜장']"
7592,일일 10시에 탕수육이랑 토마토 샐러드 떡만두국을 맛있게 먹을것 같아,"['탕수육', '토마토 샐러드', '떡만두국']"
7593,그저께 11시에 라면과 돈까스를 맛있게 먹음,"['라면', '돈까스']"
7594,그저께 6시에 비빔밥하고 족발 보쌈을 적당히 먹을것 같아,"['비빔밥', '족발 보쌈']"
7595,익일 식사는 아침에 김치와 삼겹살을 없음 먹었다,"['김치', '삼겹살']"
7596,금일 식사로는 간식으로 된장찌개하고 한우를 빨리 먹을꺼야,"['된장찌개', '한우']"
7597,"그저께 아침에 햄버거, 삼겹살을 조금","['햄버거', '삼겹살']"
7598,내일  오후에 나시고랭과 탕수육을 적당히 먹었다,"['나시고랭', '탕수육']"
7599,금일 식사는 6시에 팟타이 제육볶음을 먹을꺼야,"['팟타이', '제육볶음']"
7600,금일 11시에 김치랑 피자를 맛있게,"['김치', '피자']"
7601,내일 식사로는 9시에 알리오올리오 족발을 많이 먹을것 같아,"['알리오올리오', '족발']"
7602,익일 식사는 오전에 만두국하고 알리오올리오를 많이 먹음,"['만두국', '알리오올리오']"
7603,내일 식사로는 저녁으로 짜장면이랑 간짜장을 빨리 먹을것임,"['짜장면', '간짜장']"
7604,어제 11시에 보쌈하고 로제 파스타하고 만두국이랑 된장 라면이랑 오복쟁반을 조금 먹음,"['보쌈', '로제 파스타', '만두국', '된장 라면', '오복쟁반']"
7605,오늘 식사는 10시에 피자 삼겹살을 적당히 먹을꺼야,"['피자', '삼겹살']"
7606,오늘 식사는 6시에 콩밥과 쌀밥 냉면과 된장찌개를 적정량 먹을것 같아,"['콩밥', '쌀밥', '냉면', '된장찌개']"
7607,"내일 식사로는 3시에 족발, 알리오올리오를 조금 먹었어","['족발', '알리오올리오']"
7608,금일 식사로는 2시에 김치찜 로제 파스타를 급하게 먹을것 같아,"['김치찜', '로제 파스타']"
7609,익일 식사는 점심으로 토마토 파스타랑 돈까스를 살짝 먹을게,"['토마토 파스타', '돈까스']"
7610,"6시에 소고기 비빔밥, 갈비탕을 적당히 먹었다","['소고기 비빔밥', '갈비탕']"
7611,오늘 7시에 볶음밥하고 햄버거를 맛있게 먹었네,"['볶음밥', '햄버거']"
7612,내일 모레 10시에 간짜장면하고 마라탕이랑 김밥을 빨리 먹었네,"['간짜장면', '마라탕', '김밥']"
7613,일일 11시에 밥과 토마토 샐러드를 먹을것 같아,"['밥', '토마토 샐러드']"
7614,내일  7시에 오복쟁반과 족발을 먹을것 같아,"['오복쟁반', '족발']"
7615,7시에 떡과 삼겹살을 없음 먹을꺼야,"['떡', '삼겹살']"
7616,익일 아침으로 햄버거랑 김치찌개를 먹었어,"['햄버거', '김치찌개']"
7617,"내일 식사로는 오후에 쌀밥, 돈까스를 적정량 먹음","['쌀밥', '돈까스']"
7618,내일  8시에 토마토 샐러드랑 된장 라면을 적정량 먹을것 같아,"['토마토 샐러드', '된장 라면']"
7619,"저녁에 수육, 족발 보쌈을 급하게 먹을것임","['수육', '족발 보쌈']"
7620,금일 식사는 간식으로 배추 김치하고 피자를 맛있게 먹었어,"['배추 김치', '피자']"
7621,오늘 식사는 1시에 김치와 배추를 조금만,"['김치', '배추']"
7622,내일 식사로는 오전에 순두부찌개를 조금만 먹을꺼야,['순두부찌개']
7623,일일 4시에 볶음밥하고 토마토 파스타를 조금 먹을것임,"['볶음밥', '토마토 파스타']"
7624,내일  피자와 콩밥을 적당히 먹었네,"['피자', '콩밥']"
7625,익일 식사로는 4시에 스테이크와 토마토 샐러드를 많이 먹었네,"['스테이크', '토마토 샐러드']"
7626,"오늘 식사로는 5시에 콩밥, 김치찜을 조금만 먹을것 같아","['콩밥', '김치찜']"
7627,익일 식사는 간식으로 김치찜과 족발 보쌈을 맛있게 먹음,"['김치찜', '족발 보쌈']"
7628,그저께 점심에 족발을 먹을것 같아,['족발']
7629,내일 모레 5시에 배추 된장국이랑 냉면을 조금 먹었다,"['배추 된장국', '냉면']"
7630,금일 식사로는 3시에 수육 콩밥을 많이 먹을꺼야,"['수육', '콩밥']"
7631,"금일 식사로는 3시에 순두부찌개, 수육을 조금 먹었어","['순두부찌개', '수육']"
7632,오늘 식사는 점심에 돈까스랑 간짜장면을 많이 먹을것임,"['돈까스', '간짜장면']"
7633,오늘 식사로는 점심으로 제육볶음 탕수육을 없음 먹음,"['제육볶음', '탕수육']"
7634,"익일 식사는 4시에 만두국, 나시고랭을 살짝","['만두국', '나시고랭']"
7635,내일  간식으로 햄버거랑 제육볶음을 없음,"['햄버거', '제육볶음']"
7636,내일 모레 저녁으로 냉면이랑 스테이크를 많이 먹을것 같아,"['냉면', '스테이크']"
7637,내일  저녁으로 냉면이랑 한우를 급하게 먹을게,"['냉면', '한우']"
7638,오늘 식사는 5시에 피자와 떡만두국을 조금 먹었어,"['피자', '떡만두국']"
7639,오늘 10시에 짜장면과 돈까스 떡을 없음 먹었다,"['짜장면', '돈까스', '떡']"
7640,금일 6시에 총각 김치하고 돈까스를 맛있게 먹을꺼야,"['총각 김치', '돈까스']"
7641,내일 식사는 오전에 마라탕이랑 비빔밥을 살짝 먹을꺼야,"['마라탕', '비빔밥']"
7642,12시에 오복쟁반과 만두국을 살짝 먹음,"['오복쟁반', '만두국']"
7643,"오늘 식사는 저녁으로 갈비탕, 마라탕을 쪼금 먹을꺼야","['갈비탕', '마라탕']"
7644,금일 식사로는 저녁에 쌀밥 된장 라면을 조금 먹을게,"['쌀밥', '된장 라면']"
7645,익일 식사로는 11시에 보쌈이랑 김치 볶음밥을 조금만 먹을것 같아,"['보쌈', '김치 볶음밥']"
7646,4시에 소고기를 살짝 먹었네,['소고기']
7647,"익일 제육볶음 평양 냉면 갈비탕, 떡만두국을 적정량 먹었어","['제육볶음', '평양 냉면', '갈비탕', '떡만두국']"
7648,익일 아침으로 밥 토마토를 먹을것임,"['밥', '토마토']"
7649,내일 식사는 저녁에 떡 김치찜을 빨리 먹었다,"['떡', '김치찜']"
7650,오늘 9시에 총각 김치 스테이크를 빨리 먹었네,"['총각 김치', '스테이크']"
7651,오늘 1시에 토마토 샐러드와 밥을 조금,"['토마토 샐러드', '밥']"
7652,일일 저녁에 한우하고 탕수육을 많이 먹었네,"['한우', '탕수육']"
7653,오늘 식사는 10시에 돈까스 냉면을 조금만 먹을꺼야,"['돈까스', '냉면']"
7654,어제 1시에 제육볶음이랑 김치를 없음 먹음,"['제육볶음', '김치']"
7655,"금일 식사는 6시에 배추 김치, 김치찜을 빨리 먹을게","['배추 김치', '김치찜']"
7656,금일 식사로는 오후에 간짜장과 피자를 많이 먹었다,"['간짜장', '피자']"
7657,오늘 식사로는 9시에 떡이랑 떡을 없음 먹음,"['떡', '떡']"
7658,익일 식사는 아침에 소고기와 간짜장을 쪼금 먹음,"['소고기', '간짜장']"
7659,오늘 10시에 탕수육 제육볶음을 조금 먹음,"['탕수육', '제육볶음']"
7660,익일 저녁에 삼겹살하고 오복쟁반을 빨리 먹었네,"['삼겹살', '오복쟁반']"
7661,"내일  9시에 삼겹살, 돈까스를 많이 먹을게","['삼겹살', '돈까스']"
7662,"어제 8시에 비빔밥, 떡을 없음 먹었다","['비빔밥', '떡']"
7663,내일 식사로는 7시에 배추 된장국이랑 라면을 없음 먹을것임,"['배추 된장국', '라면']"
7664,익일 식사로는 9시에 만두국 제육볶음을 맛있게 먹을것 같아,"['만두국', '제육볶음']"
7665,금일 식사는 8시에 소고기 비빔밥과 갈비를 빨리 먹을것임,"['소고기 비빔밥', '갈비']"
7666,익일 식사는 2시에 된장찌개와 냉면을 많이 먹을것 같아,"['된장찌개', '냉면']"
7667,2시에 배추 된장국 팟타이를 조금 먹음,"['배추 된장국', '팟타이']"
7668,금일 식사는 12시에 햄버거 배추 된장국을 적정량 먹었어,"['햄버거', '배추 된장국']"
7669,익일 2시에 수육하고 수육을 조금 먹었어,"['수육', '수육']"
7670,오늘 점심으로 김밥과 제육볶음을 맛있게 먹음,"['김밥', '제육볶음']"
7671,김치와 배추 된장국을 조금만,"['김치', '배추 된장국']"
7672,내일  간식으로 김밥과 간짜장을 많이 먹었다,"['김밥', '간짜장']"
7673,금일 식사로는 아침에 제육볶음하고 짜장면을 빨리 먹음,"['제육볶음', '짜장면']"
7674,오늘 식사로는 7시에 김치 볶음밥하고 짜장면을 빨리 먹었다,"['김치 볶음밥', '짜장면']"
7675,내일 식사는 3시에 피자와 밥을 맛있게 먹을것임,"['피자', '밥']"
7676,오늘 식사는 9시에 쌀밥과 오복쟁반을 먹음,"['쌀밥', '오복쟁반']"
7677,익일 12시에 피자하고 돈까스를 빨리 먹음,"['피자', '돈까스']"
7678,익일 식사로는 3시에 라면 탕수육을 쪼금 먹을것임,"['라면', '탕수육']"
7679,익일 6시에 김치 볶음밥하고 소고기 비빔밥 보쌈을,"['김치 볶음밥', '소고기 비빔밥', '보쌈']"
7680,그저께 점심으로 떡과 떡을 적당히 먹을것임,"['떡', '떡']"
7681,익일 식사로는 4시에 삼겹살하고 간짜장면을 조금만 먹었다,"['삼겹살', '간짜장면']"
7682,"오늘 식사는 저녁에 간짜장면, 김치를 적당히 먹음","['간짜장면', '김치']"
7683,내일 모레 오전에 알리오올리오랑 삼겹살을 없음 먹을것 같아,"['알리오올리오', '삼겹살']"
7684,내일 식사로는 9시에 마라탕과 한우를 급하게 먹을것 같아,"['마라탕', '한우']"
7685,오늘 3시에 햄버거 오복쟁반을 적당히 먹을것 같아,"['햄버거', '오복쟁반']"
7686,오늘 2시에 총각 김치 김치찌개를 맛있게 먹을것 같아,"['총각 김치', '김치찌개']"
7687,금일 식사로는 5시에 족발하고 갈비를 쪼금 먹었네,"['족발', '갈비']"
7688,그저께 5시에 삼겹살을 먹을것임,['삼겹살']
7689,내일  11시에 돈까스와 배추 김치를 조금 먹을것임,"['돈까스', '배추 김치']"
7690,어제 점심에 토마토 김밥 된장 라면하고 피자랑 보쌈을 맛있게 먹음,"['토마토', '김밥', '된장 라면', '피자', '보쌈']"
7691,금일 식사로는 11시에 족발 보쌈을 급하게 먹을게,['족발 보쌈']
7692,오늘 3시에 알리오올리오 총각 김치를 쪼금,"['알리오올리오', '총각 김치']"
7693,"내일 식사로는 7시에 나시고랭이랑 스테이크, 토마토를 많이 먹었네","['나시고랭', '스테이크', '토마토']"
7694,"익일 9시에 만두국, 라면하고 떡만두국, 삼겹살과 떡을 빨리","['만두국', '라면', '떡만두국', '삼겹살', '떡']"
7695,익일 식사는 아침으로 족발 보쌈과 김치 볶음밥을 없음 먹을것임,"['족발 보쌈', '김치 볶음밥']"
7696,일일 3시에 김치 볶음밥과 평양 냉면을 많이 먹음,"['김치 볶음밥', '평양 냉면']"
7697,"내일  오후에 오복쟁반, 간짜장과 김치 볶음밥과 배추 된장국을 맛있게 먹을꺼야","['오복쟁반', '간짜장', '김치 볶음밥', '배추 된장국']"
7698,"아침으로 냉면과 피자, 총각 김치와 삼겹살, 스테이크를 살짝 먹을게","['냉면', '피자', '총각 김치', '삼겹살', '스테이크']"
7699,오늘 식사로는 아침에 김밥이랑 떡만두국을 맛있게 먹을꺼야,"['김밥', '떡만두국']"
7700,아침으로 알리오올리오 알리오올리오를 많이 먹었어,"['알리오올리오', '알리오올리오']"
7701,"어제 7시에 갈비탕, 갈비탕을 조금 먹음","['갈비탕', '갈비탕']"
7702,익일 11시에 토마토 샐러드와 소고기 비빔밥을 맛있게 먹을것임,"['토마토 샐러드', '소고기 비빔밥']"
7703,일일 1시에 간짜장과 총각 김치를 쪼금 먹었어,"['간짜장', '총각 김치']"
7704,내일 식사로는 오전에 족발과 냉면을 맛있게 먹었네,"['족발', '냉면']"
7705,익일 식사로는 10시에 김밥하고 오복쟁반을 조금,"['김밥', '오복쟁반']"
7706,오늘 오후에 탕수육 삼겹살을 조금 먹을게,"['탕수육', '삼겹살']"
7707,아침으로 된장 라면을 없음 먹을게,['된장 라면']
7708,"내일 식사는 9시에 총각 김치, 돈까스하고 보쌈을 살짝 먹을것 같아","['총각 김치', '돈까스', '보쌈']"
7709,어제 8시에 떡만두국하고 토마토 샐러드를 급하게 먹을것임,"['떡만두국', '토마토 샐러드']"
7710,"오늘 식사로는 1시에 햄버거, 마라탕을 조금 먹었어","['햄버거', '마라탕']"
7711,그저께 저녁에 제육볶음이랑 한우를 조금만 먹을것임,"['제육볶음', '한우']"
7712,"어제 토마토 샐러드, 토마토 파스타를 살짝","['토마토 샐러드', '토마토 파스타']"
7713,익일 식사는 7시에 스테이크 김치찜을 급하게,"['스테이크', '김치찜']"
7714,어제 12시에 된장찌개 족발 보쌈을 많이 먹었어,"['된장찌개', '족발 보쌈']"
7715,내일 식사는 피자와 알리오올리오를 맛있게,"['피자', '알리오올리오']"
7716,"익일 식사로는 12시에 갈비, 보쌈을 맛있게 먹었어","['갈비', '보쌈']"
7717,일일 간식으로 김치 볶음밥과 간짜장면을 먹었어,"['김치 볶음밥', '간짜장면']"
7718,내일  5시에 제육볶음이랑 갈비를 빨리 먹음,"['제육볶음', '갈비']"
7719,7시에 토마토 샐러드하고 만두국을 빨리 먹을게,"['토마토 샐러드', '만두국']"
7720,내일 식사는 2시에 라면을 없음 먹었네,['라면']
7721,금일 식사로는 아침으로 마라탕 팟타이를 급하게 먹을것 같아,"['마라탕', '팟타이']"
7722,익일 식사로는 오전에 토마토 샐러드랑 알리오올리오를 적당히 먹었어,"['토마토 샐러드', '알리오올리오']"
7723,어제 1시에 김치하고 족발 보쌈을 빨리 먹을것 같아,"['김치', '족발 보쌈']"
7724,"내일  10시에 토마토, 갈비탕을 조금만 먹을꺼야","['토마토', '갈비탕']"
7725,어제 10시에 김치 토마토를 적정량 먹을게,"['김치', '토마토']"
7726,어제 12시에 탕수육과 팟타이를 적당히 먹음,"['탕수육', '팟타이']"
7727,내일  저녁에 팟타이 비빔밥을 먹었다,"['팟타이', '비빔밥']"
7728,내일 식사로는 점심에 배추 김치하고 소고기를 적정량 먹을꺼야,"['배추 김치', '소고기']"
7729,금일 식사는 9시에 냉면과 배추 김치를 많이 먹을것 같아,"['냉면', '배추 김치']"
